#SampleID	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1813Ra1400	Tennile	2018-06-07	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-13Ra-1400_S201_L001_R1_001.fastq.gz	GA18-13Ra-1400_S201_L001_R2_001.fastq.gz	20910	1400	32.89258	-82.76496	NA	162.333333	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	131400	6	A	10	A10	162.3333333333
GA1813Ra600	Tennile	2018-05-07	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-13Ra-600_S252_L001_R1_001.fastq.gz	GA18-13Ra-600_S252_L001_R2_001.fastq.gz	15936	600	32.89256	-82.76508	NA	96.6	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	433	6.56	7.16	100	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600	6	G	1	G1	96.6
GA1813Rb1400	Tennile	2018-06-07	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-13Rb-1400_S235_L001_R1_001.fastq.gz	GA18-13Rb-1400_S235_L001_R2_001.fastq.gz	25887	1400	32.89258	-82.76496	NA	16.085248	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	131400	6	D	8	D8	16.0852476472
GA1813Rb600	Tennile	2018-05-07	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-13Rb-600_S223_L001_R1_001.fastq.gz	GA18-13Rb-600_S223_L001_R2_001.fastq.gz	8042	600	32.89256	-82.76508	NA	119.666667	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	433	6.56	7.16	100	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600	6	C	8	C8	119.6666666667
GA1813S1400	Tennile	2018-06-07	Soil	87	NA	NA	TRUE	FALSE	FALSE	GA18-13S-1400_S103_L001_R1_001.fastq.gz	GA18-13S-1400_S103_L001_R2_001.fastq.gz	32457	1400	32.89258	-82.76496	NA	130.666667	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	131400	5	A	7	A7	130.6666666667
GA1813S600	Tennile	2018-05-07	Soil	21	NA	NA	TRUE	FALSE	FALSE	GA18-13S-600_S138_L001_R1_001.fastq.gz	GA18-13S-600_S138_L001_R2_001.fastq.gz	33230	600	32.89256	-82.76508	NA	130	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	433	6.56	7.16	100	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600	5	D	7	D7	130
GA1813Za1400	Tennile	2018-06-07	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-13Za-1400_S84_L001_R1_001.fastq.gz	GA18-13Za-1400_S84_L001_R2_001.fastq.gz	81318	1400	32.89258	-82.76496	NA	470	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	131400	4	G	12	G12	470
GA1813Za600	Tennile	2018-05-07	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-13Za-600_S40_L001_R1_001.fastq.gz	GA18-13Za-600_S40_L001_R2_001.fastq.gz	132906	600	32.89256	-82.76508	NA	172.666667	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	433	6.56	7.16	100	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600	4	D	4	D4	172.6666666667
GA1813Zb1400	Tennile	2018-06-07	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-13Zb-1400_S22_L001_R1_001.fastq.gz	GA18-13Zb-1400_S22_L001_R2_001.fastq.gz	60506	1400	32.89258	-82.76496	NA	17.876017	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	218	6	6.6	90.6	5.23	717	0.02	0.02	0.78	10.61	154.9	84.6	9.1	0.02	12.64	1.74	35.2	1.17	1.75	1.44	0.07	131400	4	B	10	B10	17.8760166667
GA1813Zb600	Tennile	2018-05-07	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-13Zb-600_S94_L001_R1_001.fastq.gz	GA18-13Zb-600_S94_L001_R2_001.fastq.gz	90790	600	32.89256	-82.76508	NA	388	Sample	0.003480328	0.3142623	80.08607	58.22377	58.49869	0.7581967	3.129836	7.803279	13	433	6.56	7.16	100	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600	4	H	10	H10	388
GA1814I600	Dawson	2018-05-02	Inrow_Soil	8	NA	NA	TRUE	FALSE	FALSE	GA1814I600_S189_L001_R1_001.fastq.gz	GA1814I600_S189_L001_R2_001.fastq.gz	184013	600	31.66634	-84.52099	NA	124.2	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	2	H	9	H9	124.2
GA1814Ka1400	Dawson	2018-05-31	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1814Ka1400_S110_L001_R1_001.fastq.gz	GA1814Ka1400_S110_L001_R2_001.fastq.gz	95253	1400	31.66647	-84.5211	NA	89.733333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	2	B	2	B2	89.7333333333
GA1814Ka600	Dawson	2018-05-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1814Ka600_S37_L001_R1_001.fastq.gz	GA1814Ka600_S37_L001_R2_001.fastq.gz	1896	600	31.66634	-84.52099	NA	124	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	1	D	1	D1	124
GA1814Kb1400	Dawson	2018-05-31	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1814Kb1400_S122_L001_R1_001.fastq.gz	GA1814Kb1400_S122_L001_R2_001.fastq.gz	150622	1400	31.66647	-84.5211	NA	43.533333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	2	C	2	C2	43.5333333333
GA1814Kb600	Dawson	2018-05-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1814Kb600_S85_L001_R1_001.fastq.gz	GA1814Kb600_S85_L001_R2_001.fastq.gz	2500	600	31.66634	-84.52099	NA	100.933333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	1	H	1	H1	100.9333333333
GA1814Ra1400	Dawson	2018-05-31	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-14Ra-1400_S254_L001_R1_001.fastq.gz	GA18-14Ra-1400_S254_L001_R2_001.fastq.gz	11312	1400	31.66647	-84.5211	NA	146.333333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	6	G	3	G3	146.3333333333
GA1814Ra600	Dawson	2018-05-02	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-14Ra-600_S62_L001_R1_001.fastq.gz	GA18-14Ra-600_S62_L001_R2_001.fastq.gz	100762	600	31.66634	-84.52099	NA	160	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	4	F	2	F2	160
GA1814Rb1400	Dawson	2018-05-31	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-14Rb-1400_S215_L001_R1_001.fastq.gz	GA18-14Rb-1400_S215_L001_R2_001.fastq.gz	22269	1400	31.66647	-84.5211	NA	175.333333	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	6	B	12	B12	175.3333333333
GA1814Rb600	Dawson	2018-05-02	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-14Rb-600_S39_L001_R1_001.fastq.gz	GA18-14Rb-600_S39_L001_R2_001.fastq.gz	77607	600	31.66634	-84.52099	NA	298	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	4	D	3	D3	298
GA1814S1400	Dawson	2018-05-31	Soil	55	NA	NA	TRUE	FALSE	FALSE	GA1814S1400_S183_L001_R1_001.fastq.gz	GA1814S1400_S183_L001_R2_001.fastq.gz	101126	1400	31.66647	-84.5211	NA	67.575	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	2	H	3	H3	67.575
GA1814S600	Dawson	2018-05-02	Soil	1	NA	Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	TRUE	FALSE	FALSE	GA1814S600_S149_L001_R1_001.fastq.gz	GA1814S600_S149_L001_R2_001.fastq.gz	91597	600	31.66634	-84.52099	NA	73.866667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	2	E	5	E5	73.8666666667
GA1814Za1400	Dawson	2018-05-31	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-14Za-1400_S18_L001_R1_001.fastq.gz	GA18-14Za-1400_S18_L001_R2_001.fastq.gz	101579	1400	31.66647	-84.5211	NA	159.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	4	B	6	B6	159.6666666667
GA1814Za600	Dawson	2018-05-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-14Za-600_S183_L001_R1_001.fastq.gz	GA18-14Za-600_S183_L001_R2_001.fastq.gz	46280	600	31.66634	-84.52099	NA	110.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	5	H	4	H4	110.6666666667
GA1814Zb1400	Dawson	2018-05-31	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-14Zb-1400_S111_L001_R1_001.fastq.gz	GA18-14Zb-1400_S111_L001_R2_001.fastq.gz	47611	1400	31.66647	-84.5211	NA	73.066667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	171	5.11	5.71	63.7	3.13	302	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400	5	B	3	B3	73.0666666667
GA1814Zb600	Dawson	2018-05-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-14Zb-600_S172_L001_R1_001.fastq.gz	GA18-14Zb-600_S172_L001_R2_001.fastq.gz	30674	600	31.66634	-84.52099	NA	215.666667	Sample	0.003861017	0.2628814	80.80271	59.06169	57.94831	0.7277966	4.60678	8.067797	14	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600	5	G	5	G5	215.6666666667
GA1815Ka1400	Arlington	2018-05-31	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1815Ka1400_S48_L001_R1_001.fastq.gz	GA1815Ka1400_S48_L001_R2_001.fastq.gz	120896	1400	31.42077	-84.67212	NA	84.433333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	1	D	12	D12	84.4333333333
GA1815Ka600	Arlington	2018-05-02	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1815Ka600_S86_L001_R1_001.fastq.gz	GA1815Ka600_S86_L001_R2_001.fastq.gz	3742	600	31.42073	-84.67208	NA	67.7	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	1	H	2	H2	67.7
GA1815Kb1400	Arlington	2018-05-31	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1815Kb1400_S23_L001_R1_001.fastq.gz	GA1815Kb1400_S23_L001_R2_001.fastq.gz	50756	1400	31.42077	-84.67212	NA	82.333333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	1	B	11	B11	82.3333333333
GA1815Kb600	Arlington	2018-05-02	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1815Kb600_S74_L001_R1_001.fastq.gz	GA1815Kb600_S74_L001_R2_001.fastq.gz	3868	600	31.42073	-84.67208	NA	66.4	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	1	G	2	G2	66.4
GA1815Ra1400	Arlington	2018-05-31	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-15Ra-1400_S221_L001_R1_001.fastq.gz	GA18-15Ra-1400_S221_L001_R2_001.fastq.gz	31213	1400	31.42077	-84.67212	NA	82.9	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	6	C	6	C6	82.9
GA1815Ra600	Arlington	2018-05-02	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-15Ra-600_S73_L001_R1_001.fastq.gz	GA18-15Ra-600_S73_L001_R2_001.fastq.gz	87759	600	31.42073	-84.67208	NA	211.666667	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	4	G	1	G1	211.6666666667
GA1815Rb1400	Arlington	2018-05-31	Root	64	b	NA	TRUE	FALSE	FALSE	GA18-15Rb-1400_S224_L001_R1_001.fastq.gz	GA18-15Rb-1400_S224_L001_R2_001.fastq.gz	15759	1400	31.42077	-84.67212	NA	88.933333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	6	C	9	C9	88.9333333333
GA1815Rb600	Arlington	2018-05-02	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-15Rb-600_S85_L001_R1_001.fastq.gz	GA18-15Rb-600_S85_L001_R2_001.fastq.gz	152308	600	31.42073	-84.67208	NA	114.333333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	4	H	1	H1	114.3333333333
GA1815S1400	Arlington	2018-05-31	Soil	56	NA	NA	TRUE	FALSE	FALSE	GA18-15S-1400_S188_L001_R1_001.fastq.gz	GA18-15S-1400_S188_L001_R2_001.fastq.gz	30676	1400	31.42077	-84.67212	NA	292.666667	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	5	H	9	H9	292.6666666667
GA1815S600	Arlington	2018-05-02	Soil	2	NA	Soil_was_wet_when_taken_out_of_ziplock_may_have_small_leak_and_absorbed_water_from_ice.	TRUE	FALSE	FALSE	GA1815S600_S128_L001_R1_001.fastq.gz	GA1815S600_S128_L001_R2_001.fastq.gz	74231	600	31.42073	-84.67208	NA	34.166667	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	2	C	8	C8	34.1666666667
GA1815Za1400	Arlington	2018-05-31	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-15Za-1400_S32_L001_R1_001.fastq.gz	GA18-15Za-1400_S32_L001_R2_001.fastq.gz	101116	1400	31.42077	-84.67212	NA	203	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	4	C	8	C8	203
GA1815Za600	Arlington	2018-05-02	Rhizosphere	NA	a	NA	TRUE	FALSE	FALSE	GA18-15Za-600_S135_L001_R1_001.fastq.gz	GA18-15Za-600_S135_L001_R2_001.fastq.gz	39487	600	31.42073	-84.67208	NA	112.6	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	5	D	4	D4	112.6
GA1815Zb1400	Arlington	2018-05-31	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-15Zb-1400_S72_L001_R1_001.fastq.gz	GA18-15Zb-1400_S72_L001_R2_001.fastq.gz	86074	1400	31.42077	-84.67212	NA	321.666667	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400	4	F	12	F12	321.6666666667
GA1815Zb600	Arlington	2018-05-02	Rhizosphere	NA	b	NA	TRUE	FALSE	FALSE	GA18-15Zb-600_S170_L001_R1_001.fastq.gz	GA18-15Zb-600_S170_L001_R2_001.fastq.gz	30337	600	31.42073	-84.67208	NA	170.333333	Sample	0.004491525	0.2410169	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	15600	5	G	3	G3	170.3333333333
GA1817I600	Plains_SWVT	2018-05-07	Inrow_Soil	28	NA	NA	TRUE	FALSE	FALSE	GA1817I600_S120_L001_R1_001.fastq.gz	GA1817I600_S120_L001_R2_001.fastq.gz	127191	600	32.03617	-84.37579	NA	87.733333	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600	2	B	12	B12	87.7333333333
GA1817Ka1400	Plains_SWVT	2018-06-07	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1817Ka1400_S17_L001_R1_001.fastq.gz	GA1817Ka1400_S17_L001_R2_001.fastq.gz	11724	1400	32.03617	-84.37588	NA	68.966667	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400	1	B	5	B5	68.9666666667
GA1817Ka600	Plains_SWVT	2018-05-07	Stalk	NA	a	NA	TRUE	FALSE	FALSE	GA1817Ka600_S18_L001_R1_001.fastq.gz	GA1817Ka600_S18_L001_R2_001.fastq.gz	17624	600	32.03617	-84.37579	NA	92.7	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600	1	B	6	B6	92.7
GA1817Kb1400	Plains_SWVT	2018-06-07	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1817Kb1400_S53_L001_R1_001.fastq.gz	GA1817Kb1400_S53_L001_R2_001.fastq.gz	15507	1400	32.03617	-84.37588	NA	53.9	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400	1	E	5	E5	53.9
GA1817Kb600	Plains_SWVT	2018-05-07	Stalk	NA	b	NA	TRUE	FALSE	FALSE	GA1817Kb600_S89_L001_R1_001.fastq.gz	GA1817Kb600_S89_L001_R2_001.fastq.gz	21954	600	32.03617	-84.37579	NA	39.3	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600	1	H	5	H5	39.3
GA1817Ra1400	Plains_SWVT	2018-06-07	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-17Ra-1400_S210_L001_R1_001.fastq.gz	GA18-17Ra-1400_S210_L001_R2_001.fastq.gz	22378	1400	32.03617	-84.37588	NA	66.966667	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400	6	B	7	B7	66.9666666667
GA1817Ra600	Plains_SWVT	2018-05-07	Root	NA	a	NA	TRUE	FALSE	FALSE	GA18-17Ra-600_S247_L001_R1_001.fastq.gz	GA18-17Ra-600_S247_L001_R2_001.fastq.gz	8354	600	32.03617	-84.37579	NA	94.533333	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600	6	E	8	E8	94.5333333333
GA1817Rb1400	Plains_SWVT	2018-06-07	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-17Rb-1400_S268_L001_R1_001.fastq.gz	GA18-17Rb-1400_S268_L001_R2_001.fastq.gz	20856	1400	32.03617	-84.37588	NA	63.13491	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400	6	H	5	H5	63.13491
GA1817Rb600	Plains_SWVT	2018-05-07	Root	NA	b	NA	TRUE	FALSE	FALSE	GA18-17Rb-600_S204_L001_R1_001.fastq.gz	GA18-17Rb-600_S204_L001_R2_001.fastq.gz	21685	600	32.03617	-84.37579	NA	76.5	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195082	4.946393	8.229508	17	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	17600	6	B	1	B1	76.5
